customer_id,customer_name,segment,city,state,region
CUST-01417,James King,Consumer,Buffalo,NY,East
CUST-01418,Sage Rodriguez,Small Business,Pittsburgh,PA,East
CUST-01419,Matthew Roberts,Home Office,Minneapolis,MN,Central
CUST-01420,Lucas Green,Home Office,Phoenix,AZ,West
CUST-01421,Charlotte Lopez,Small Business,Raleigh,NC,South
CUST-01422,Chloe Rodriguez,Consumer,St. Paul,MN,Central
CUST-01423,Noah Allen,Home Office,Buffalo,NY,East
CUST-01424,Samuel Brown,Corporate,Miami,FL,South
CUST-01425,Leah Davis,Home Office,Tucson,AZ,West
CUST-01426,Mia Martinez,Home Office,Tucson,AZ,West
CUST-01427,Rowan Hernandez,Consumer,New York,NY,East
CUST-01428,Dakota Lee,Home Office,Phoenix,AZ,West
CUST-01429,Nathan Rivera,Consumer,Spokane,WA,West
CUST-01430,Reese Thompson,Consumer,Denver,CO,West
CUST-01431,Isaac King,Consumer,Minneapolis,MN,Central
CUST-01432,Joseph Jackson,Small Business,St. Paul,MN,Central
CUST-01433,Anna Garcia,Consumer,St. Paul,MN,Central
CUST-01434,Drew Gonzalez,Corporate,San Francisco,CA,West
CUST-01435,Abigail Scott,Consumer,Pittsburgh,PA,East
CUST-01436,Kendall Rodriguez,Small Business,Buffalo,NY,East
CUST-01437,Abigail Martin,Consumer,Raleigh,NC,South
CUST-01438,Evelyn Wright,Home Office,San Francisco,CA,West
CUST-01439,Riley Allen,Home Office,Atlanta,GA,South
CUST-01440,Emily Hernandez,Corporate,San Francisco,CA,West
CUST-01441,Charlotte Nguyen,Consumer,Tucson,AZ,West
CUST-01442,Cameron Hernandez,Home Office,Philadelphia,PA,East
CUST-01443,Daniel Flores,Small Business,San Francisco,CA,West
CUST-01444,Sebastian Hill,Home Office,Grand Rapids,MI,Central
CUST-01445,Peyton Torres,Consumer,Denver,CO,West
CUST-01446,Taylor Johnson,Small Business,Orlando,FL,South
CUST-01447,Riley Williams,Consumer,San Francisco,CA,West
CUST-01448,Isaac Adams,Corporate,Denver,CO,West
CUST-01449,Chloe Torres,Home Office,Phoenix,AZ,West
CUST-01450,Drew Adams,Consumer,San Francisco,CA,West
CUST-01451,Harper Roberts,Home Office,St. Paul,MN,Central
CUST-01452,Mason Clark,Corporate,Seattle,WA,West
CUST-01453,Evelyn Green,Small Business,Denver,CO,West
CUST-01454,Jordan Young,Consumer,Houston,TX,Central
CUST-01455,Matthew Green,Corporate,Buffalo,NY,East
CUST-01456,Isabella Jackson,Home Office,Phoenix,AZ,West
CUST-01457,Emily Martin,Consumer,San Francisco,CA,West
CUST-01458,Emma Thomas,Consumer,San Francisco,CA,West
CUST-01459,Aria Phillips,Small Business,Atlanta,GA,South
CUST-01460,James Sanchez,Consumer,Spokane,WA,West
CUST-01461,Rowan Robinson,Small Business,Detroit,MI,Central
CUST-01462,Casey Hall,Consumer,Spokane,WA,West
CUST-01463,Morgan Hernandez,Consumer,Philadelphia,PA,East
CUST-01464,Liam Clark,Home Office,Spokane,WA,West
CUST-01465,Emma Robinson,Corporate,Tucson,AZ,West
CUST-01466,Harper Perez,Corporate,Boston,MA,East
CUST-01467,Amelia Martinez,Corporate,Tucson,AZ,West
CUST-01468,Elliot Rivera,Home Office,Detroit,MI,Central
CUST-01469,Elliot Campbell,Consumer,Boulder,CO,West
CUST-01470,David Thompson,Corporate,Los Angeles,CA,West
CUST-01471,Aiden Sanchez,Consumer,Houston,TX,Central
CUST-01472,Quinn Carter,Corporate,San Diego,CA,West
CUST-01473,Blake Allen,Consumer,Boulder,CO,West
CUST-01474,Lucas Miller,Consumer,Detroit,MI,Central
CUST-01475,Elliot Thomas,Corporate,Chicago,IL,Central
CUST-01476,Olivia Davis,Consumer,San Francisco,CA,West
CUST-01477,Kendall Lewis,Consumer,Sacramento,CA,West
CUST-01478,Logan Martinez,Corporate,Los Angeles,CA,West
CUST-01479,Avery Brown,Corporate,Sacramento,CA,West
CUST-01480,Hayden Harris,Home Office,Grand Rapids,MI,Central
CUST-01481,David Flores,Corporate,Sacramento,CA,West
CUST-01482,Micah Thomas,Consumer,Pittsburgh,PA,East
CUST-01483,Gabriel Hernandez,Corporate,Dallas,TX,Central
CUST-01484,Zoe Lee,Consumer,New York,NY,East
CUST-01485,Nathan Torres,Home Office,Chicago,IL,Central
CUST-01486,Sebastian Lee,Small Business,Springfield,IL,Central
CUST-01487,Jamie Carter,Corporate,Detroit,MI,Central
CUST-01488,Dakota Young,Corporate,San Francisco,CA,West
CUST-01489,Sophia Robinson,Consumer,Detroit,MI,Central
CUST-01490,Ava Martin,Corporate,Minneapolis,MN,Central
CUST-01491,Ava Johnson,Home Office,Savannah,GA,South
CUST-01492,Riley Sanchez,Consumer,Springfield,IL,Central
CUST-01493,Sophia Robinson,Consumer,Atlanta,GA,South
CUST-01494,Gabriel Thomas,Corporate,Cambridge,MA,East
CUST-01495,Harper Nguyen,Home Office,Seattle,WA,West
CUST-01496,Sage Brown,Consumer,San Francisco,CA,West
CUST-01497,Morgan Jackson,Small Business,Seattle,WA,West
CUST-01498,Ava Hill,Consumer,Minneapolis,MN,Central
CUST-01499,Matthew Adams,Consumer,Springfield,IL,Central
CUST-01500,James Walker,Home Office,Denver,CO,West
CUST-01501,Hayden Wright,Consumer,Dallas,TX,Central
CUST-01502,Alex Miller,Corporate,Minneapolis,MN,Central
CUST-01503,Noah Rodriguez,Consumer,Buffalo,NY,East
CUST-01504,Matthew Taylor,Consumer,Chicago,IL,Central
CUST-01505,Sebastian White,Consumer,Springfield,IL,Central
CUST-01506,Grace Sanchez,Small Business,Detroit,MI,Central
CUST-01507,Blake Williams,Corporate,Houston,TX,Central
CUST-01508,Finley Brown,Home Office,Dallas,TX,Central
CUST-01509,Mason Scott,Consumer,Seattle,WA,West
CUST-01510,Jamie White,Corporate,Los Angeles,CA,West
CUST-01511,Lucas Jackson,Corporate,Sacramento,CA,West
CUST-01512,Casey Harris,Small Business,San Diego,CA,West
CUST-01513,Sophia Lewis,Home Office,Phoenix,AZ,West
CUST-01514,Grace Scott,Home Office,New York,NY,East
CUST-01515,Kendall Flores,Consumer,Orlando,FL,South
CUST-01516,James Flores,Corporate,New York,NY,East
CUST-01517,Parker Rodriguez,Corporate,Spokane,WA,West
CUST-01518,Aiden Miller,Small Business,Boulder,CO,West
CUST-01519,Finley White,Consumer,Savannah,GA,South
CUST-01520,Nora Perez,Consumer,Phoenix,AZ,West
CUST-01521,Lucas White,Consumer,Boston,MA,East
CUST-01522,Grace Martinez,Consumer,Phoenix,AZ,West
CUST-01523,Jamie Hill,Consumer,Springfield,IL,Central
CUST-01524,Sophia Sanchez,Home Office,Philadelphia,PA,East
CUST-01525,Sophia Williams,Corporate,St. Paul,MN,Central
CUST-01526,Taylor Williams,Home Office,Charlotte,NC,South
CUST-01527,Quinn Rivera,Home Office,Charlotte,NC,South
CUST-01528,Peyton Phillips,Consumer,Raleigh,NC,South
CUST-01529,Emma King,Corporate,Sacramento,CA,West
CUST-01530,Olivia Martinez,Consumer,Dallas,TX,Central
CUST-01531,Amelia Allen,Small Business,Raleigh,NC,South
CUST-01532,Quinn Lee,Consumer,Seattle,WA,West
CUST-01533,Nathan Flores,Consumer,San Diego,CA,West
CUST-01534,Elliot Hernandez,Consumer,Charlotte,NC,South
CUST-01535,Finley Flores,Corporate,Detroit,MI,Central
CUST-01536,Henry Martin,Consumer,Pittsburgh,PA,East
CUST-01537,Charlotte Perez,Consumer,Orlando,FL,South
CUST-01538,Sophia Allen,Home Office,San Francisco,CA,West
CUST-01539,Isabella Young,Home Office,Orlando,FL,South
CUST-01540,Elijah Torres,Consumer,Dallas,TX,Central
CUST-01541,Rowan Walker,Corporate,San Diego,CA,West
CUST-01542,Zoe Johnson,Home Office,Philadelphia,PA,East
CUST-01543,Blake Perez,Consumer,Houston,TX,Central
CUST-01544,James Davis,Small Business,Savannah,GA,South
CUST-01545,Aiden Clark,Consumer,Tucson,AZ,West
CUST-01546,Charlotte Martin,Corporate,St. Paul,MN,Central
CUST-01547,Nora Campbell,Corporate,Sacramento,CA,West
CUST-01548,David Hall,Corporate,Dallas,TX,Central
CUST-01549,Abigail Johnson,Home Office,Buffalo,NY,East
CUST-01550,Amelia Walker,Consumer,Spokane,WA,West
CUST-01551,Drew Adams,Consumer,Phoenix,AZ,West
CUST-01552,Nora Roberts,Corporate,Seattle,WA,West
CUST-01553,Charlotte Torres,Home Office,Sacramento,CA,West
CUST-01554,Reese Campbell,Consumer,Boulder,CO,West
CUST-01555,Morgan Nguyen,Home Office,Savannah,GA,South
CUST-01556,Emma Hernandez,Consumer,Atlanta,GA,South
CUST-01557,Mia Green,Consumer,Seattle,WA,West
CUST-01558,Sebastian Flores,Home Office,Detroit,MI,Central
CUST-01559,Chloe Harris,Consumer,Denver,CO,West
CUST-01560,Cameron Baker,Corporate,Boulder,CO,West
CUST-01561,Logan Williams,Consumer,Springfield,IL,Central
CUST-01562,Mason Hall,Consumer,Savannah,GA,South
CUST-01563,Parker Gonzalez,Corporate,Los Angeles,CA,West
CUST-01564,Jordan Lewis,Corporate,Charlotte,NC,South
CUST-01565,Elliot Clark,Consumer,Sacramento,CA,West
CUST-01566,Cameron Clark,Corporate,Grand Rapids,MI,Central
CUST-01567,Benjamin Wilson,Consumer,San Francisco,CA,West
CUST-01568,Micah Allen,Corporate,Philadelphia,PA,East
CUST-01569,Chloe Flores,Small Business,Seattle,WA,West
CUST-01570,Samuel Walker,Home Office,Minneapolis,MN,Central
CUST-01571,David Mitchell,Consumer,Houston,TX,Central
CUST-01572,Sebastian Brown,Consumer,Miami,FL,South
CUST-01573,Elijah Rodriguez,Small Business,San Diego,CA,West
CUST-01574,Mia Wilson,Corporate,Denver,CO,West
CUST-01575,Lucas Lee,Corporate,Atlanta,GA,South
CUST-01576,Daniel Walker,Home Office,Philadelphia,PA,East
CUST-01577,Mia Harris,Consumer,Buffalo,NY,East
CUST-01578,Elliot Lopez,Corporate,Spokane,WA,West
CUST-01579,Olivia Wright,Small Business,Seattle,WA,West
CUST-01580,Peyton Wright,Corporate,Dallas,TX,Central
CUST-01581,Sage Baker,Consumer,Savannah,GA,South
CUST-01582,Chloe Campbell,Consumer,Detroit,MI,Central
CUST-01583,James Adams,Consumer,Seattle,WA,West
CUST-01584,Aria Hall,Home Office,St. Paul,MN,Central
CUST-01585,Drew Flores,Consumer,Tucson,AZ,West
CUST-01586,Emma Gonzalez,Consumer,Pittsburgh,PA,East
CUST-01587,Gabriel Thomas,Small Business,San Francisco,CA,West
CUST-01588,Kendall Scott,Consumer,Detroit,MI,Central
CUST-01589,Rowan Anderson,Consumer,Grand Rapids,MI,Central
CUST-01590,Isaac Martin,Consumer,San Diego,CA,West
CUST-01591,Chloe Jackson,Consumer,San Francisco,CA,West
CUST-01592,Elijah Wilson,Corporate,Tucson,AZ,West
CUST-01593,Benjamin Rivera,Small Business,Pittsburgh,PA,East
CUST-01594,Ava Lee,Home Office,Philadelphia,PA,East
CUST-01595,Emma Thompson,Corporate,San Diego,CA,West
CUST-01596,Lucas Gomez,Consumer,Houston,TX,Central
CUST-01597,Sebastian Moore,Corporate,Charlotte,NC,South
CUST-01598,Hayden Davis,Consumer,Cambridge,MA,East
CUST-01599,Mason Baker,Consumer,Cambridge,MA,East
CUST-01600,Isabella Harris,Small Business,Boulder,CO,West
CUST-01601,Joseph Sanchez,Consumer,Orlando,FL,South
CUST-01602,Zoe Thompson,Consumer,Chicago,IL,Central
CUST-01603,Gabriel Roberts,Corporate,Atlanta,GA,South
CUST-01604,Aria Martinez,Corporate,Springfield,IL,Central
CUST-01605,Hayden Williams,Consumer,Cambridge,MA,East
CUST-01606,Hayden Rivera,Consumer,Dallas,TX,Central
CUST-01607,Riley Thompson,Consumer,Boston,MA,East
CUST-01608,Nathan Lewis,Corporate,Sacramento,CA,West
CUST-01609,Emily Taylor,Consumer,Savannah,GA,South
CUST-01610,Henry Walker,Corporate,Dallas,TX,Central
CUST-01611,Harper Gonzalez,Corporate,Boulder,CO,West
CUST-01612,Zoe Wright,Small Business,Spokane,WA,West
CUST-01613,Kendall Scott,Consumer,Dallas,TX,Central
CUST-01614,Benjamin Moore,Consumer,Chicago,IL,Central
CUST-01615,Quinn Miller,Corporate,Chicago,IL,Central
CUST-01616,Evelyn Mitchell,Home Office,San Francisco,CA,West
CUST-01617,Charlotte Thomas,Consumer,Tucson,AZ,West
CUST-01618,Logan Brown,Corporate,Spokane,WA,West
CUST-01619,Daniel King,Consumer,Houston,TX,Central
CUST-01620,Reese Green,Consumer,San Diego,CA,West
CUST-01621,Reese Brown,Corporate,Minneapolis,MN,Central
CUST-01622,Avery Clark,Consumer,Boston,MA,East
CUST-01623,Peyton Rivera,Home Office,Houston,TX,Central
CUST-01624,Emma Miller,Corporate,Tucson,AZ,West
CUST-01625,James Roberts,Corporate,Orlando,FL,South
CUST-01626,Quinn Smith,Consumer,San Francisco,CA,West
CUST-01627,Gabriel Scott,Corporate,Atlanta,GA,South
CUST-01628,Aiden Hernandez,Consumer,Dallas,TX,Central
CUST-01629,Micah Adams,Small Business,Philadelphia,PA,East
CUST-01630,Nathan Walker,Small Business,Minneapolis,MN,Central
CUST-01631,Emma Adams,Consumer,Los Angeles,CA,West
CUST-01632,Jamie Carter,Consumer,Chicago,IL,Central
CUST-01633,Gabriel Jackson,Consumer,Spokane,WA,West
CUST-01634,Elliot Jackson,Corporate,Sacramento,CA,West
CUST-01635,Emily Brown,Corporate,Phoenix,AZ,West
CUST-01636,Samuel Roberts,Home Office,Savannah,GA,South
CUST-01637,Riley Adams,Home Office,Detroit,MI,Central
CUST-01638,Mason Anderson,Corporate,Miami,FL,South
CUST-01639,Isabella Mitchell,Corporate,Tucson,AZ,West
CUST-01640,Sebastian Williams,Corporate,Phoenix,AZ,West
CUST-01641,Samuel Lopez,Corporate,Dallas,TX,Central
CUST-01642,Micah Lopez,Corporate,Denver,CO,West
CUST-01643,Nathan Williams,Corporate,Dallas,TX,Central
CUST-01644,Leah Sanchez,Corporate,Seattle,WA,West
CUST-01645,Nora Young,Corporate,Cambridge,MA,East
CUST-01646,Skyler Mitchell,Corporate,Los Angeles,CA,West
CUST-01647,Gabriel Jackson,Home Office,Pittsburgh,PA,East
CUST-01648,Matthew Williams,Corporate,Sacramento,CA,West
CUST-01649,Alex Martin,Corporate,Los Angeles,CA,West
CUST-01650,Mason Hill,Corporate,San Diego,CA,West
CUST-01651,Avery Perez,Corporate,Buffalo,NY,East
CUST-01652,Hayden Robinson,Consumer,Raleigh,NC,South
CUST-01653,Emily Wright,Consumer,Charlotte,NC,South
CUST-01654,Mia Young,Corporate,Springfield,IL,Central
CUST-01655,Matthew Rodriguez,Corporate,Cambridge,MA,East
CUST-01656,Anna Allen,Small Business,Phoenix,AZ,West
CUST-01657,Olivia Moore,Consumer,Houston,TX,Central
CUST-01658,Jamie Phillips,Consumer,Raleigh,NC,South
CUST-01659,Parker Perez,Consumer,Detroit,MI,Central
CUST-01660,Dakota Campbell,Consumer,Grand Rapids,MI,Central
CUST-01661,Olivia Adams,Home Office,Seattle,WA,West
CUST-01662,Drew Rivera,Consumer,St. Paul,MN,Central
CUST-01663,Skyler Smith,Corporate,Phoenix,AZ,West
CUST-01664,Henry Perez,Corporate,St. Paul,MN,Central
CUST-01665,Nora Jackson,Corporate,Tucson,AZ,West
CUST-01666,Mason Baker,Home Office,Denver,CO,West
CUST-01667,Grace Gonzalez,Corporate,Atlanta,GA,South
CUST-01668,Skyler Flores,Consumer,Phoenix,AZ,West
CUST-01669,Anna Green,Small Business,Philadelphia,PA,East
CUST-01670,Joseph Sanchez,Home Office,Sacramento,CA,West
CUST-01671,Zoe Ramirez,Consumer,Springfield,IL,Central
CUST-01672,Sophia Lee,Consumer,Boulder,CO,West
CUST-01673,Riley Sanchez,Consumer,Denver,CO,West
CUST-01674,Daniel Miller,Consumer,Sacramento,CA,West
CUST-01675,Skyler Rodriguez,Small Business,Sacramento,CA,West
CUST-01676,Emma Lee,Corporate,Raleigh,NC,South
CUST-01677,Nathan Thomas,Consumer,Cambridge,MA,East
CUST-01678,Alex Taylor,Small Business,Detroit,MI,Central
CUST-01679,Emerson Thomas,Corporate,Orlando,FL,South
CUST-01680,Liam Carter,Consumer,San Francisco,CA,West
CUST-01681,Kendall Perez,Small Business,Chicago,IL,Central
CUST-01682,Rowan Nguyen,Home Office,Tucson,AZ,West
CUST-01683,Sebastian Torres,Home Office,Spokane,WA,West
CUST-01684,Alex Taylor,Corporate,Sacramento,CA,West
CUST-01685,Emily White,Home Office,Pittsburgh,PA,East
CUST-01686,Benjamin Thomas,Consumer,Denver,CO,West
CUST-01687,Morgan Nelson,Corporate,Phoenix,AZ,West
CUST-01688,Parker Robinson,Small Business,St. Paul,MN,Central
CUST-01689,Rowan Hernandez,Consumer,Seattle,WA,West
CUST-01690,Finley Baker,Home Office,Los Angeles,CA,West
CUST-01691,Sophia Rivera,Corporate,Orlando,FL,South
CUST-01692,Chloe Martin,Consumer,St. Paul,MN,Central
CUST-01693,Benjamin Davis,Home Office,Detroit,MI,Central
CUST-01694,Abigail Jackson,Consumer,Miami,FL,South
CUST-01695,Blake Flores,Corporate,Springfield,IL,Central
CUST-01696,Reese Anderson,Consumer,Boston,MA,East
CUST-01697,Gabriel Rodriguez,Small Business,Buffalo,NY,East
CUST-01698,Emma Martinez,Consumer,Pittsburgh,PA,East
CUST-01699,Olivia Mitchell,Consumer,Tucson,AZ,West
CUST-01700,Amelia White,Consumer,Dallas,TX,Central
CUST-01701,Micah Hall,Small Business,Tucson,AZ,West
CUST-01702,Lucas Walker,Home Office,Grand Rapids,MI,Central
CUST-01703,Grace Wright,Home Office,Raleigh,NC,South
CUST-01704,Aria Nelson,Corporate,St. Paul,MN,Central
CUST-01705,Zoe Wilson,Corporate,Grand Rapids,MI,Central
CUST-01706,Grace Thomas,Consumer,Philadelphia,PA,East
CUST-01707,James Carter,Corporate,Spokane,WA,West
CUST-01708,Amelia Gomez,Consumer,Atlanta,GA,South
CUST-01709,Riley King,Small Business,Seattle,WA,West
CUST-01710,Liam King,Home Office,Spokane,WA,West
CUST-01711,Elijah White,Consumer,Miami,FL,South
CUST-01712,Casey Torres,Consumer,Boston,MA,East
CUST-01713,Parker Brown,Home Office,Los Angeles,CA,West
CUST-01714,Leah Scott,Consumer,Minneapolis,MN,Central
CUST-01715,Joseph Allen,Consumer,Boston,MA,East
CUST-01716,Jamie Torres,Consumer,Tucson,AZ,West
CUST-01717,Isabella Martinez,Corporate,Boston,MA,East
CUST-01718,Dakota Lee,Home Office,San Francisco,CA,West
CUST-01719,Anna King,Consumer,Tucson,AZ,West
CUST-01720,Liam Davis,Consumer,Savannah,GA,South
CUST-01721,James Wilson,Corporate,Pittsburgh,PA,East
CUST-01722,Elijah Nguyen,Home Office,Pittsburgh,PA,East
CUST-01723,Ava Garcia,Consumer,Raleigh,NC,South
CUST-01724,Joseph Allen,Consumer,Philadelphia,PA,East
CUST-01725,Liam Phillips,Small Business,San Francisco,CA,West
CUST-01726,Morgan Robinson,Small Business,Boston,MA,East
CUST-01727,Quinn Allen,Small Business,St. Paul,MN,Central
CUST-01728,Micah Robinson,Home Office,Tucson,AZ,West
CUST-01729,Mason Brown,Consumer,Sacramento,CA,West
CUST-01730,Lucas Robinson,Consumer,Seattle,WA,West
CUST-01731,James Phillips,Consumer,Raleigh,NC,South
CUST-01732,Rowan Campbell,Consumer,Seattle,WA,West
CUST-01733,Jordan Sanchez,Small Business,Dallas,TX,Central
CUST-01734,Drew Smith,Home Office,Grand Rapids,MI,Central
CUST-01735,Henry Wilson,Home Office,Pittsburgh,PA,East
CUST-01736,Charlotte Jones,Consumer,Boulder,CO,West
CUST-01737,Taylor Ramirez,Small Business,Minneapolis,MN,Central
CUST-01738,Sage Hall,Home Office,Orlando,FL,South
CUST-01739,Casey Wright,Consumer,Springfield,IL,Central
CUST-01740,Morgan Jones,Home Office,Grand Rapids,MI,Central
CUST-01741,Nathan Walker,Consumer,Denver,CO,West
CUST-01742,Taylor Jackson,Consumer,San Diego,CA,West
CUST-01743,Micah Lopez,Corporate,Los Angeles,CA,West
CUST-01744,Chloe Rodriguez,Corporate,New York,NY,East
CUST-01745,Chloe Adams,Consumer,Grand Rapids,MI,Central
CUST-01746,Aiden Campbell,Consumer,Minneapolis,MN,Central
CUST-01747,Emily Clark,Small Business,New York,NY,East
CUST-01748,Blake Harris,Corporate,Charlotte,NC,South
CUST-01749,Liam Harris,Home Office,Los Angeles,CA,West
CUST-01750,Emerson Garcia,Consumer,Pittsburgh,PA,East
CUST-01751,James Nelson,Consumer,Dallas,TX,Central
CUST-01752,David Wright,Consumer,Atlanta,GA,South
CUST-01753,Quinn Adams,Consumer,New York,NY,East
CUST-01754,David Thompson,Consumer,Savannah,GA,South
CUST-01755,Parker Lopez,Consumer,Tucson,AZ,West
CUST-01756,Isabella Sanchez,Corporate,Sacramento,CA,West
CUST-01757,Mia Rodriguez,Consumer,Tucson,AZ,West
CUST-01758,Sebastian Anderson,Home Office,St. Paul,MN,Central
CUST-01759,Leah Smith,Consumer,Philadelphia,PA,East
CUST-01760,Grace Johnson,Corporate,Dallas,TX,Central
CUST-01761,Aiden Martin,Consumer,Minneapolis,MN,Central
CUST-01762,Olivia Baker,Corporate,Denver,CO,West
CUST-01763,Sebastian Wright,Consumer,Philadelphia,PA,East
CUST-01764,Noah Wright,Small Business,St. Paul,MN,Central
CUST-01765,Emerson Anderson,Home Office,Miami,FL,South
CUST-01766,Logan Robinson,Corporate,Chicago,IL,Central
CUST-01767,Sage Martinez,Consumer,San Diego,CA,West
CUST-01768,Kendall Gonzalez,Corporate,Minneapolis,MN,Central
CUST-01769,Nathan Campbell,Home Office,Springfield,IL,Central
CUST-01770,Grace Davis,Consumer,Detroit,MI,Central
CUST-01771,Taylor Phillips,Corporate,Minneapolis,MN,Central
CUST-01772,Daniel Clark,Home Office,Los Angeles,CA,West
CUST-01773,Evelyn Roberts,Home Office,Boulder,CO,West
CUST-01774,Nathan Johnson,Home Office,Phoenix,AZ,West
CUST-01775,Logan Wilson,Home Office,Sacramento,CA,West
CUST-01776,Casey Miller,Small Business,Raleigh,NC,South
CUST-01777,Amelia Williams,Consumer,San Francisco,CA,West
CUST-01778,Liam Hill,Corporate,Grand Rapids,MI,Central
CUST-01779,James Rivera,Home Office,Savannah,GA,South
CUST-01780,David Brown,Corporate,Denver,CO,West
CUST-01781,Logan Mitchell,Small Business,Buffalo,NY,East
CUST-01782,Taylor Sanchez,Consumer,Boulder,CO,West
CUST-01783,Liam Anderson,Consumer,Minneapolis,MN,Central
CUST-01784,Isabella Wilson,Consumer,Spokane,WA,West
CUST-01785,Grace Roberts,Consumer,Spokane,WA,West
CUST-01786,Morgan Rodriguez,Consumer,Boulder,CO,West
CUST-01787,Sophia Jackson,Home Office,Spokane,WA,West
CUST-01788,Reese Campbell,Consumer,Seattle,WA,West
CUST-01789,Mason Lee,Home Office,Boston,MA,East
CUST-01790,Mason Hill,Corporate,Dallas,TX,Central
CUST-01791,Chloe Baker,Consumer,Miami,FL,South
CUST-01792,Zoe Lee,Consumer,San Diego,CA,West
CUST-01793,Logan Martin,Corporate,St. Paul,MN,Central
CUST-01794,Matthew Martinez,Home Office,San Francisco,CA,West
CUST-01795,Daniel King,Home Office,Buffalo,NY,East
CUST-01796,Reese Clark,Home Office,Cambridge,MA,East
CUST-01797,Rowan Moore,Small Business,San Diego,CA,West
CUST-01798,Morgan Scott,Corporate,Cambridge,MA,East
CUST-01799,Isaac Nguyen,Small Business,Cambridge,MA,East
CUST-01800,Matthew Mitchell,Home Office,New York,NY,East
CUST-01801,Samuel Lopez,Small Business,Tucson,AZ,West
CUST-01802,Abigail Baker,Consumer,San Diego,CA,West
CUST-01803,Noah Scott,Small Business,Springfield,IL,Central
CUST-01804,Ava Brown,Corporate,Raleigh,NC,South
CUST-01805,Aiden Thompson,Home Office,Springfield,IL,Central
CUST-01806,Isaac Adams,Consumer,Los Angeles,CA,West
CUST-01807,Daniel Harris,Consumer,Spokane,WA,West
CUST-01808,Nora King,Consumer,Orlando,FL,South
CUST-01809,Elliot Hall,Consumer,Orlando,FL,South
CUST-01810,Micah Clark,Consumer,Philadelphia,PA,East
CUST-01811,Cameron Martin,Home Office,Spokane,WA,West
CUST-01812,Emerson Lopez,Consumer,Los Angeles,CA,West
CUST-01813,Grace Wright,Consumer,Charlotte,NC,South
CUST-01814,Emma Thomas,Consumer,New York,NY,East
CUST-01815,Anna Anderson,Corporate,Cambridge,MA,East
CUST-01816,Rowan Rivera,Consumer,Tucson,AZ,West
CUST-01817,Cameron Phillips,Consumer,Raleigh,NC,South
CUST-01818,Olivia Brown,Corporate,Los Angeles,CA,West
CUST-01819,Lucas Clark,Corporate,Seattle,WA,West
CUST-01820,Gabriel Clark,Consumer,Detroit,MI,Central
CUST-01821,Lucas King,Consumer,Atlanta,GA,South
CUST-01822,Quinn Harris,Consumer,Pittsburgh,PA,East
CUST-01823,Logan Taylor,Small Business,Seattle,WA,West
CUST-01824,Harper Perez,Consumer,Los Angeles,CA,West
CUST-01825,Emily Garcia,Corporate,Spokane,WA,West
CUST-01826,Nathan Lewis,Consumer,Dallas,TX,Central
CUST-01827,Anna White,Corporate,Buffalo,NY,East
CUST-01828,Riley Wright,Consumer,Tucson,AZ,West
CUST-01829,Sebastian Gonzalez,Consumer,Sacramento,CA,West
CUST-01830,Morgan Moore,Corporate,Raleigh,NC,South
CUST-01831,Emerson Baker,Consumer,Tucson,AZ,West
CUST-01832,Amelia Hill,Consumer,Seattle,WA,West
CUST-01833,Taylor Jones,Corporate,Houston,TX,Central
CUST-01834,Jamie Phillips,Small Business,Los Angeles,CA,West
CUST-01835,Grace Nguyen,Consumer,Sacramento,CA,West
CUST-01836,Sebastian Nelson,Corporate,Spokane,WA,West
CUST-01837,Lucas Wilson,Small Business,Pittsburgh,PA,East
CUST-01838,Emma Wilson,Home Office,Chicago,IL,Central
CUST-01839,David Perez,Corporate,Phoenix,AZ,West
CUST-01840,Rowan Smith,Home Office,Atlanta,GA,South
CUST-01841,Harper Gonzalez,Consumer,Springfield,IL,Central
CUST-01842,Gabriel Mitchell,Corporate,Grand Rapids,MI,Central
CUST-01843,Parker Mitchell,Consumer,Grand Rapids,MI,Central
CUST-01844,Grace Walker,Consumer,Seattle,WA,West
CUST-01845,Samuel Thomas,Corporate,Phoenix,AZ,West
CUST-01846,Benjamin Hill,Consumer,Savannah,GA,South
CUST-01847,Elijah Wilson,Corporate,Pittsburgh,PA,East
CUST-01848,Finley Thomas,Corporate,Orlando,FL,South
CUST-01849,Lucas Lee,Corporate,Boulder,CO,West
CUST-01850,Chloe Jackson,Consumer,Spokane,WA,West
CUST-01851,Emerson Robinson,Consumer,Charlotte,NC,South
CUST-01852,Isabella Adams,Corporate,Sacramento,CA,West
CUST-01853,Sage Martin,Small Business,Denver,CO,West
CUST-01854,Drew White,Consumer,Denver,CO,West
CUST-01855,Sophia Young,Consumer,Phoenix,AZ,West
CUST-01856,Olivia Miller,Home Office,Savannah,GA,South
CUST-01857,Aria Campbell,Consumer,Los Angeles,CA,West
CUST-01858,Emma Carter,Home Office,Minneapolis,MN,Central
CUST-01859,Leah Lee,Corporate,Denver,CO,West
CUST-01860,Samuel Wilson,Consumer,San Diego,CA,West
CUST-01861,Blake Lee,Consumer,Los Angeles,CA,West
CUST-01862,Micah Williams,Consumer,Spokane,WA,West
CUST-01863,Mason Anderson,Consumer,Orlando,FL,South
CUST-01864,Henry Martinez,Small Business,Dallas,TX,Central
CUST-01865,Jordan Taylor,Home Office,Tucson,AZ,West
CUST-01866,Lucas Nguyen,Corporate,Phoenix,AZ,West
